draw_no,draw_date,winner_1st,prize_1st,winner_2nd,prize_2nd,winner_3rd,prize_3rd,winner_4th,prize_4th,winner_5th,prize_5th,num_1,num_2,num_3,num_4,num_5,num_6,bonus_num
756,2017-05-27,5,3414434700,53,53686081,"1,866",1524846,"94,800",50000,"1,598,715",5000,10,14,16,18,27,28,4
755,2017-05-20,8,2214427266,54,54677217,"1,845",1600309,"89,745",50000,"1,508,502",5000,13,14,26,28,30,36,37
754,2017-05-13,5,3427542000,50,57125700,"1,856",1538947,"93,279",50000,"1,573,739",5000,2,8,17,24,29,31,32
753,2017-05-06,6,2711105063,58,46743191,"1,934",1401813,"97,566",50000,"1,578,072",5000,2,17,19,24,37,41,3
752,2017-04-29,9,1870358834,75,37407177,"2,036",1377966,"102,477",50000,"1,646,451",5000,4,16,20,33,40,43,7
751,2017-04-22,8,2097968110,69,40540447,"2,210",1265743,"102,632",50000,"1,651,438",5000,3,4,16,20,28,44,17
750,2017-04-15,7,2522104286,44,66873978,"1,779",1653994,"93,135",50000,"1,585,532",5000,1,2,15,19,24,36,12
749,2017-04-08,13,1350104395,64,45706660,"1,985",1473666,"95,573",50000,"1,589,197",5000,12,14,24,26,34,45,41
748,2017-04-01,9,1928246542,59,49023218,"1,937",1493222,"99,448",50000,"1,652,756",5000,3,10,13,22,31,32,29
747,2017-03-25,9,1903214584,59,48386812,"2,217",1287696,"105,307",50000,"1,713,003",5000,7,9,12,14,23,28,17
746,2017-03-18,9,2038623709,58,52723027,"1,904",1606059,"94,197",50000,"1,589,291",5000,3,12,33,36,42,45,25
745,2017-03-11,20,746822982,110,22631000,"3,692",674272,"141,918",50000,"1,955,276",5000,1,2,3,9,12,23,10
744,2017-03-04,15,1155411575,61,47352934,"2,779",1039414,"109,229",50000,"1,636,793",5000,10,15,18,21,34,41,43
743,2017-02-25,7,2608641000,46,66161185,"1,982",1535527,"91,886",50000,"1,555,362",5000,15,19,21,34,41,44,10
742,2017-02-18,16,1111814813,44,67382716,"1,986",1492870,"98,348",50000,"1,658,556",5000,8,10,13,36,37,40,6
741,2017-02-11,6,3043595938,55,55338108,"1,829",1664077,"95,007",50000,"1,619,435",5000,5,21,27,34,44,45,16
740,2017-02-04,18,936929792,43,65367195,"2,447",1148668,"115,722",50000,"1,864,169",5000,4,8,9,16,17,19,31
739,2017-01-28,4,4744122282,45,70283294,"1,942",1628604,"101,983",50000,"1,719,739",5000,7,22,29,33,34,35,30
738,2017-01-21,11,1634191091,48,62417021,"1,640",1826840,"88,050",50000,"1,502,685",5000,23,27,28,38,42,43,36
737,2017-01-14,4,4283061000,48,59486959,"1,937",1474122,"94,183",50000,"1,567,166",5000,13,15,18,24,27,41,11
736,2017-01-07,5,3397362225,54,52428430,"2,250",1258283,"107,357",50000,"1,747,634",5000,2,11,17,18,21,27,6
735,2016-12-31,10,1847231588,50,61574387,"2,269",1356862,"107,013",50000,"1,752,740",5000,5,10,13,27,37,41,4
734,2016-12-24,9,1949395500,36,81224813,"1,758",1663307,"92,514",50000,"1,542,069",5000,6,16,37,38,41,45,18
733,2016-12-17,4,4016725125,57,46979242,"1,966",1362064,"101,369",50000,"1,633,952",5000,11,24,32,33,35,40,13
732,2016-12-10,7,2203270608,45,57121831,"2,061",1247202,"104,583",50000,"1,705,993",5000,2,4,5,17,27,32,43
731,2016-12-03,7,2340471054,45,60678880,"1,908",1431106,"96,083",50000,"1,594,258",5000,2,7,13,25,42,45,39
730,2016-11-26,8,2017382110,45,59774285,"1,741",1544999,"88,791",50000,"1,501,752",5000,4,10,14,15,18,22,39
729,2016-11-19,4,4198250719,35,79966681,"1,875",1492712,"89,560",50000,"1,504,682",5000,11,17,21,26,36,45,16
728,2016-11-12,5,3243464400,56,48265840,"1,869",1446168,"94,693",50000,"1,559,062",5000,3,6,10,30,34,37,36
727,2016-11-05,14,1115107742,87,29907105,"2,064",1260620,"99,271",50000,"1,600,135",5000,7,8,10,19,21,31,20
726,2016-10-29,14,1166872634,56,48619694,"2,099",1297143,"96,718",50000,"1,556,425",5000,1,11,21,23,34,44,24
725,2016-10-22,11,1579217250,47,61600673,"1,795",1612943,"88,359",50000,"1,504,907",5000,6,7,19,21,41,43,38
724,2016-10-15,12,1427789813,55,51919630,"1,833",1557873,"90,083",50000,"1,528,970",5000,2,8,33,35,37,41,14
723,2016-10-08,8,2114365360,40,70478846,"1,777",1586469,"85,141",50000,"1,412,967",5000,20,30,33,35,36,44,22
722,2016-10-01,4,4365422719,46,63266996,"1,688",1724101,"84,912",50000,"1,439,078",5000,12,14,21,30,39,43,45
721,2016-09-24,8,2273767360,40,75792246,"1,607",1886553,"84,770",50000,"1,464,353",5000,1,28,35,41,43,44,31
720,2016-09-17,14,1233770358,37,77805338,"1,778",1619122,"88,260",50000,"1,505,233",5000,1,12,29,34,36,37,41
719,2016-09-10,9,1879581334,58,48609863,"2,020",1395729,"99,906",50000,"1,627,784",5000,4,8,13,19,20,43,26
718,2016-09-03,17,926166464,64,41002162,"2,404",1091572,"114,614",50000,"1,595,315",5000,4,11,20,23,32,39,40
717,2016-08-27,6,2702433688,47,57498590,"1,974",1369015,"96,836",50000,"1,567,530",5000,2,11,19,25,28,32,44
716,2016-08-20,12,1358752157,35,77642981,"1,743",1559096,"88,628",50000,"1,469,730",5000,2,6,13,16,29,30,21
715,2016-08-13,6,2605510438,61,42713286,"1,873",1391090,"90,747",50000,"1,503,174",5000,2,7,27,33,41,44,10
714,2016-08-06,7,2085131733,46,52883776,"2,029",1198943,"96,576",50000,"1,551,993",5000,1,7,22,33,37,40,20
713,2016-07-30,9,1714720917,50,51441628,"1,791",1436115,"87,920",50000,"1,470,125",5000,2,5,15,18,19,23,44
712,2016-07-23,4,4034485125,47,57226740,"1,727",1557416,"86,066",50000,"1,449,521",5000,17,20,30,31,33,45,19
711,2016-07-16,7,2277413358,44,60385961,"1,865",1424656,"89,898",50000,"1,465,123",5000,11,15,24,35,37,45,42
710,2016-07-09,5,2895441150,57,42331011,"1,990",1212497,"102,058",50000,"1,627,229",5000,3,4,9,24,25,33,10
709,2016-07-02,14,1165271625,44,61794708,"1,696",1603165,"82,305",50000,"1,385,853",5000,10,18,30,36,39,44,32
708,2016-06-25,4,4099552219,52,52558362,"1,712",1596399,"86,091",50000,"1,446,865",5000,2,10,16,19,34,45,1
707,2016-06-18,12,1322167313,74,35734252,"2,006",1318213,"94,281",50000,"1,507,647",5000,2,12,19,24,39,44,35
706,2016-06-11,4,3831746063,51,50088184,"2,108",1211811,"95,376",50000,"1,531,393",5000,3,4,6,10,28,30,37
705,2016-06-04,4,3987206532,49,54247708,"1,805",1472653,"87,931",50000,"1,453,654",5000,1,6,17,22,28,45,23
704,2016-05-28,4,3865190344,47,54825395,"1,906",1351938,"95,021",50000,"1,519,932",5000,1,4,8,23,33,42,45
703,2016-05-21,5,3235784100,51,52872290,"1,719",1568637,"84,194",50000,"1,416,580",5000,10,28,31,33,41,44,21
702,2016-05-14,11,1465091387,46,58391324,"1,819",1476636,"88,043",50000,"1,443,954",5000,3,13,16,24,26,29,9
701,2016-05-07,10,1583183175,40,65965966,"1,659",1590500,"81,917",50000,"1,404,422",5000,3,10,14,16,36,38,35
700,2016-04-30,8,2082099188,41,67710543,"1,562",1777294,"82,874",50000,"1,414,076",5000,11,23,28,29,30,44,13
699,2016-04-23,8,1995411375,50,53210970,"1,799",1478905,"90,504",50000,"1,512,397",5000,4,5,8,16,21,29,3
698,2016-04-16,8,1921084125,48,53363448,"2,088",1226746,"97,965",50000,"1,550,364",5000,3,11,13,21,33,37,18
697,2016-04-09,10,1531443038,90,28360057,"1,940",1315673,"99,698",50000,"1,615,786",5000,2,5,8,11,33,39,31
696,2016-04-02,10,1632054413,44,61820243,"1,721",1580530,"90,020",50000,"1,501,952",5000,1,7,16,18,34,38,21
695,2016-03-26,11,1450214830,66,40283746,"1,979",1343471,"95,436",50000,"1,558,885",5000,4,18,26,33,34,38,14
694,2016-03-19,10,1555036388,78,33227274,"2,286",1133739,"102,474",50000,"1,581,822",5000,7,15,20,25,33,43,12
693,2016-03-12,10,1642763813,43,63673016,"1,692",1618168,"87,017",50000,"1,484,420",5000,1,6,11,28,34,42,30
692,2016-03-05,7,2301273697,44,61018621,"1,770",1516848,"87,763",50000,"1,465,709",5000,3,11,14,15,32,36,44
691,2016-02-27,6,2839296750,31,91590218,"1,708",1662352,"86,063",50000,"1,455,528",5000,15,27,33,35,43,45,16
690,2016-02-20,15,1126507625,34,82831444,"1,772",1589317,"87,970",50000,"1,528,472",5000,24,25,33,34,38,39,43
689,2016-02-13,7,2321775911,44,61562241,"1,809",1497368,"90,296",50000,"1,509,073",5000,7,17,19,30,36,38,34
688,2016-02-06,9,1967536750,53,55685003,"2,107",1400715,"97,676",50000,"1,610,713",5000,5,15,22,23,34,35,2
687,2016-01-30,6,2720029313,38,71579719,"1,780",1528107,"91,404",50000,"1,538,380",5000,1,8,10,13,28,42,45
686,2016-01-23,8,1937531719,36,71760435,"1,863",1386676,"91,027",50000,"1,483,730",5000,7,12,15,24,25,43,13
685,2016-01-16,11,1494367671,52,52686040,"1,910",1434385,"95,302",50000,"1,576,169",5000,6,7,12,28,38,40,18
684,2016-01-09,9,1688815709,62,40858445,"1,968",1287208,"98,607",50000,"1,623,161",5000,1,11,15,17,25,39,40
683,2016-01-02,16,1010930883,45,59907016,"2,704",996974,"117,974",50000,"1,700,964",5000,6,13,20,27,28,40,15
682,2015-12-26,4,4063713563,56,48377543,"1,851",1463611,"87,618",50000,"1,464,978",5000,17,23,27,35,38,43,2
681,2015-12-19,6,2696328938,37,72873756,"1,441",1871152,"73,062",50000,"1,282,079",5000,21,24,27,29,43,44,7
680,2015-12-12,14,1110570563,44,58893894,"1,870",1385739,"86,441",50000,"1,413,980",5000,4,10,19,29,32,42,30
679,2015-12-05,5,2863005600,54,44182186,"1,829",1304450,"91,171",50000,"1,493,041",5000,3,5,7,14,26,34,35
678,2015-11-28,6,2288490188,41,55816834,"1,855",1233688,"93,305",50000,"1,494,095",5000,4,5,6,12,25,37,45
677,2015-11-21,8,1921114407,37,69229348,"1,701",1505871,"79,827",50000,"1,330,115",5000,12,15,24,36,41,44,42
676,2015-11-14,8,1879726500,63,39782572,"1,665",1505287,"83,276",50000,"1,371,921",5000,1,8,17,34,39,45,27
675,2015-11-07,4,3514549032,65,36046657,"1,806",1297361,"88,118",50000,"1,415,830",5000,1,8,11,15,18,45,7
674,2015-10-31,8,1770565500,48,49182375,"1,846",1278849,"89,646",50000,"1,465,031",5000,9,10,14,25,27,31,11
673,2015-10-24,10,1491453300,35,71021586,"1,864",1333560,"88,838",50000,"1,450,769",5000,7,10,17,29,33,44,5
672,2015-10-17,9,1754745000,46,57219946,"1,629",1615788,"80,167",50000,"1,341,175",5000,8,21,28,31,36,45,43
671,2015-10-10,4,3722322844,48,51698929,"1,778",1395697,"90,364",50000,"1,519,963",5000,7,9,10,13,31,35,24
670,2015-10-03,12,1191725219,39,61114114,"2,145",1111166,"92,680",50000,"1,483,948",5000,11,18,26,27,40,41,25
669,2015-09-26,6,2708173188,52,52080254,"1,949",1389520,"93,078",50000,"1,531,364",5000,7,8,20,29,33,38,9
668,2015-09-19,5,2991158625,56,44511290,"1,873",1330824,"89,414",50000,"1,452,289",5000,12,14,15,24,27,32,3
667,2015-09-12,7,2228764393,40,65005629,"1,543",1685176,"81,344",50000,"1,368,363",5000,15,17,25,37,42,43,13
666,2015-09-05,6,2396901063,47,50997895,"1,947",1231074,"93,631",50000,"1,493,940",5000,2,4,6,11,17,28,16
665,2015-08-29,4,3643230375,30,80960675,"1,790",1356883,"87,227",50000,"1,430,205",5000,5,6,11,17,38,44,13
664,2015-08-22,10,1536801338,44,58212172,"1,530",1674076,"77,395",50000,"1,320,082",5000,10,20,33,36,41,44,5
663,2015-08-15,7,2080244143,60,40449192,"1,627",1491673,"84,092",50000,"1,386,028",5000,3,5,8,19,38,42,20
662,2015-08-08,8,1689733688,43,52394844,"1,787",1260761,"88,493",50000,"1,426,759",5000,5,6,9,11,15,37,26
661,2015-08-01,8,1713025547,63,36254509,"1,830",1248107,"87,840",50000,"1,426,883",5000,2,3,12,20,27,38,40
660,2015-07-25,10,1421272575,48,49349743,"1,951",1214141,"88,247",50000,"1,408,802",5000,4,9,23,33,39,44,14
659,2015-07-18,11,1336604216,40,61261027,"1,765",1388352,"85,028",50000,"1,396,789",5000,7,18,19,27,29,42,45
658,2015-07-11,9,1634031375,38,64501239,"1,678",1460696,"82,738",50000,"1,364,069",5000,8,19,25,28,32,36,37
657,2015-07-04,9,1694762792,52,48887389,"1,562",1627494,"78,396",50000,"1,325,593",5000,10,14,19,39,40,43,23
656,2015-06-27,2,7330002750,48,50902797,"1,747",1398589,"83,772",50000,"1,385,757",5000,3,7,14,16,31,40,39
655,2015-06-20,9,1661439625,41,60784377,"1,610",1547926,"77,437",50000,"1,281,655",5000,7,37,38,39,40,44,18
654,2015-06-13,8,1879301391,69,36315003,"1,787",1402203,"77,788",50000,"1,282,725",5000,16,21,26,31,36,43,6
653,2015-06-06,14,980958670,56,40873278,"1,997",1146172,"88,995",50000,"1,419,408",5000,5,6,26,27,38,39,1
652,2015-05-30,5,3003483525,36,69525082,"1,504",1664165,"75,739",50000,"1,280,663",5000,3,13,15,40,41,44,20
651,2015-05-23,8,1855306454,35,70678342,"1,684",1468968,"82,567",50000,"1,365,832",5000,11,12,16,26,29,44,18
650,2015-05-16,5,2849298900,45,52764795,"1,814",1308940,"87,030",50000,"1,429,743",5000,3,4,7,11,31,41,35
649,2015-05-09,5,2948042100,45,54593373,"1,689",1454531,"80,347",50000,"1,313,125",5000,3,21,22,33,41,42,20
648,2015-05-02,7,2120987947,45,54988577,"1,631",1517159,"80,986",50000,"1,318,403",5000,13,19,28,37,38,43,4
647,2015-04-25,7,2189725608,44,58060907,"1,596",1600677,"79,202",50000,"1,351,926",5000,5,16,21,23,24,30,29
646,2015-04-18,7,2215498393,36,71798560,"1,522",1698258,"77,400",50000,"1,321,212",5000,2,9,24,41,43,45,30
645,2015-04-11,4,3696297750,28,88007090,"1,766",1395356,"87,873",50000,"1,444,728",5000,1,4,16,26,40,41,31
644,2015-04-04,8,1831451204,49,49835407,"1,879",1299593,"87,582",50000,"1,401,744",5000,5,13,17,23,28,36,8
643,2015-03-28,6,2535763625,43,58971248,"1,525",1662796,"84,656",50000,"1,407,225",5000,15,24,31,32,33,40,13
642,2015-03-21,12,1251460438,62,40369692,"1,815",1379020,"88,406",50000,"1,465,689",5000,8,17,18,24,39,45,32
641,2015-03-14,8,1990074563,50,53068655,"1,565",1695485,"79,145",50000,"1,340,371",5000,11,18,21,36,37,43,12
640,2015-03-07,9,1728768834,48,54024027,"1,639",1582156,"85,410",50000,"1,404,905",5000,14,15,18,21,26,35,23
639,2015-02-28,4,4061185219,45,60165707,"1,628",1663058,"84,861",50000,"1,439,719",5000,6,15,22,23,25,32,40
638,2015-02-21,7,2229403179,41,63438302,"1,719",1513072,"84,781",50000,"1,422,596",5000,7,18,22,24,31,34,6
637,2015-02-14,4,3899241094,45,57766535,"1,637",1587963,"82,147",50000,"1,369,826",5000,3,16,22,37,38,44,23
636,2015-02-07,8,1832362219,44,55526128,"1,973",1238292,"90,830",50000,"1,461,300",5000,6,7,15,16,20,31,26
635,2015-01-31,8,1855587235,35,70689038,"1,650",1499465,"85,675",50000,"1,427,626",5000,11,13,25,26,29,33,32
634,2015-01-24,13,1077935106,54,43250483,"2,208",1057757,"101,514",50000,"1,562,975",5000,4,10,11,12,20,27,38
633,2015-01-17,12,1217257094,47,51798175,"1,789",1360825,"87,613",50000,"1,430,227",5000,9,12,19,20,39,41,13
632,2015-01-10,11,1432587716,52,50507901,"1,645",1596603,"78,418",50000,"1,320,223",5000,15,18,21,32,35,44,6
631,2015-01-03,4,3919853532,46,56809472,"1,676",1559210,"85,710",50000,"1,491,785",5000,1,2,4,23,31,34,8
630,2014-12-27,3,4836305500,48,50378183,"1,631",1482620,"84,380",50000,"1,420,745",5000,8,17,21,24,27,31,15
629,2014-12-20,5,2919433575,34,71554745,"1,321",1841682,"68,554",50000,"1,183,752",5000,19,28,31,38,43,44,1
628,2014-12-13,9,1499942875,37,60808495,"1,628",1382012,"80,147",50000,"1,323,978",5000,1,7,12,15,23,42,11
627,2014-12-06,10,1352230650,35,64391936,"1,532",1471096,"74,824",50000,"1,243,945",5000,2,9,22,25,31,45,12
626,2014-11-29,8,1717871110,45,50899885,"1,766",1296996,"86,261",50000,"1,371,217",5000,13,14,26,33,40,43,15
625,2014-11-22,5,2765184675,45,51207124,"1,654",1393181,"82,014",50000,"1,354,445",5000,3,6,7,20,21,39,13
624,2014-11-15,5,2763729450,61,37755867,"1,574",1463220,"78,840",50000,"1,309,900",5000,1,7,19,26,27,35,16
623,2014-11-08,8,1813702594,35,69093433,"1,456",1660900,"73,522",50000,"1,245,962",5000,7,13,30,39,41,45,25
622,2014-11-01,9,1630598292,34,71938160,"1,629",1501472,"77,626",50000,"1,270,437",5000,9,15,16,21,28,34,24
621,2014-10-25,6,2359723500,62,38060057,"1,555",1517508,"82,843",50000,"1,336,734",5000,1,2,6,16,19,42,9
620,2014-10-18,7,2028283233,44,53780238,"1,661",1424643,"78,155",50000,"1,266,599",5000,2,16,17,32,39,45,40
619,2014-10-11,3,4612479375,59,39088809,"1,712",1347103,"83,710",50000,"1,355,209",5000,6,8,13,30,35,40,21
618,2014-10-04,5,2881326225,45,53357894,"1,581",1518726,"75,243",50000,"1,260,882",5000,8,16,25,30,42,43,15
617,2014-09-27,8,1629701860,43,50533391,"1,993",1090284,"93,731",50000,"1,481,805",5000,4,5,11,12,24,27,28
616,2014-09-20,9,1611811250,49,49341161,"1,700",1422187,"81,118",50000,"1,350,809",5000,5,13,18,23,40,45,3
615,2014-09-13,9,1535062417,31,74277214,"1,670",1378799,"83,981",50000,"1,383,278",5000,10,17,18,19,23,27,35
614,2014-09-06,6,2540975438,46,55238597,"1,523",1668402,"80,393",50000,"1,360,707",5000,8,21,25,39,40,44,18
613,2014-08-30,9,1549831209,30,77491561,"1,538",1511539,"77,945",50000,"1,299,580",5000,7,8,11,16,41,44,35
612,2014-08-23,11,1181705250,59,36719655,"1,833",1181921,"86,228",50000,"1,364,516",5000,6,9,18,19,25,33,40
611,2014-08-16,4,3502706157,47,49683776,"1,486",1571425,"74,589",50000,"1,258,998",5000,2,22,27,33,36,37,14
610,2014-08-09,4,3516018375,34,68941537,"1,398",1676690,"71,718",50000,"1,218,676",5000,14,18,20,23,28,36,33
609,2014-08-02,2,6339311438,47,44959656,"1,621",1303581,"80,472",50000,"1,300,134",5000,4,8,27,34,39,40,13
608,2014-07-26,7,1943530018,32,70857866,"1,516",1495681,"74,353",50000,"1,243,159",5000,4,8,18,19,39,44,41
607,2014-07-19,4,3494480907,35,66561542,"1,448",1608878,"73,277",50000,"1,220,405",5000,8,14,23,36,38,39,13
606,2014-07-12,10,1311566850,44,49680563,"1,542",1417604,"82,879",50000,"1,366,588",5000,1,5,6,14,20,39,22
605,2014-07-05,9,1394232250,40,52283710,"2,286",914851,"92,980",50000,"1,386,335",5000,1,2,7,9,10,38,42
604,2014-06-28,11,1229141557,36,62595172,"1,451",1553016,"75,476",50000,"1,266,398",5000,2,6,18,21,33,34,30
603,2014-06-21,4,3452136563,30,76714146,"1,363",1688500,"71,799",50000,"1,227,396",5000,2,19,25,26,27,43,28
602,2014-06-14,8,1689530860,42,53635901,"1,675",1344901,"77,026",50000,"1,251,693",5000,13,14,22,27,30,38,2
601,2014-06-07,9,1524565209,28,81673137,"1,516",1508475,"72,233",50000,"1,205,559",5000,2,16,19,31,34,35,37
